,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
15238,W8WyVVxinyRjzP8gJa7ILg,0,2013-06-11,0,0vWOfKMUNybUQ1Mi0dcbag,1,"I am really shocked at all of the decent reviews for this place.  The only reason I am giving it one star is because the service was fast and friendly.  I ordered the Seafood Bento box and my husband got the chicken teriyaki and a beef bowl. 

Midway through, we discussed going through the Wendy's drive through.  It just seemed like the lowest quality of everything was used- gross rice, fish with a weird texture, even the chicken seemed of a lower quality then you get at the Asian food places in the mall.

Tokyo Express actually was recommended to us, unfortunately, we wish we would have stayed home and cooked.

I would not recommend.",review,0,HNwmcAupfO3UyW0btU0veg
15246,4OY51VjcxPKO6WGzRfVdVw,0,2012-06-13,0,4W4jjXq4Lw_fVwH8RTki4A,1,"I went to this shop based on the high ratings. 
12 days later, 2 loaner cars, $1200, many excuses, a second opinion that found the problem in minutes, and 3 chances later, the issue of new front struts and squeaking and rocking upon braking persist. The car has not felt remotely right since it was in their hands. Will go to second opinion Tobias in Cave Creek next time. They seem far more on top of things.",review,0,nKZ3u_BOcQFUGyDl6XUlSw
15264,PxeX1M8WtyPxX1MuuGIh-g,2,2009-01-13,2,xHR16LlXGB39UFwY_v2W_g,1,"Very disappointing.  I was looking forward to a lox breakfast, but I don't eat farmed salmon.  So of course I had to ask if the lox was from farmed or wild salmon.  The server checked with the kitchen and it is farmed!  No lox for me.  I then asked about the chicken livers; ""are they organic?""  I thought the waitress was going to burst out laughing but she quickly composed herself and just lightly shook her head.  Okay, I'm a fuss bucket, I just can't eat nitrates, hormones, preservatives, etc.  I ordered a bagel and wished I had just gone to TJ and picked up some wild Alaskan lox, organic eggs, organic bread, organic butter and I would have gotten it all for the price of their lox & eggs breakfast plate with plenty of quality food stuffs for 4 other meals.  I think this place is past it's due date, old school, no growth and just getting by on low grade food stock and laughing all the way to the bank.",review,3,OpUXG69nP4YjlEZDlkdVcQ
15321,PxeX1M8WtyPxX1MuuGIh-g,0,2011-05-10,0,a3YegkYpvQWAVrKzf4-ZGQ,1,"Let me explain the 1 star ....

I've been to Scott's a few times before ... LOVED IT! I've sat outside, ordered to go but never have I sat inside until last week.

Was visiting with friends and we got a booth, placed our orders ... started to chit-chat and out of the corner of my eye, I see something on the wall. No! Couldn't be! Why yes, it was your friendly neighborhood roach! And he brought a friend! We gals stopped talking midstream, looking around to see if anyone else saw what we did. Why yes!! our server saw the two unwelcome guests as she was standing at the food delivery window. Guess what she did??! Nothing. Until we pointed them out and rapidly moved to another table.

Honestly, we all were wigged out. Talk about an appetite lost! Too bad. I had totally enjoyed Scott's up until then. 

Most likely will not be back.",review,0,p9SApBpPzCYpf3hHhynwTg
15346,PxeX1M8WtyPxX1MuuGIh-g,0,2012-03-12,1,R2tiQqNKncL98Vs_lGlnAQ,1,"Wow. They messed up the most basic stuff. Really horrible, all the way around.

Let's see-- asked for kreplach soup, which is not on the menu. They have matzo ball and they have mish mosh (noodles, matzo, kreplach). I asked for kreplach soup and they brought me one dumpling. So how many dumplings in the mish mosh? One, right?

The soup was also cold.

Chopped liver tasted like liver... ""Livery"". At better delis, the chopped liver is smooth and creamy-- slightly sweet. This was bitter and not smooth. Unpleasant.

On top of that, they served it with bagel chips... Which is great, except a few good sized bagel chips were cinnamon-raisen. You gotta be kidding me. With liver? Disgusting.

Meatloaf was a friggin' nightmare. Not sliced from a loaf, but a patty that was baked. Super well done, chewy crap. Served with a beef base gravy, and they used way too much beef base.

Carrots were overcooked; mashed potatoes were ordinary.

My bill was $43. With tip, $50. Service was polite, but a little slow.

I am so angry that I paid for this crap. This is the second worst meal I've ever paid for in my life. I'm 40.

Very, very bad restaurant. Ugh.",review,1,pt8KIaIl6R9bcvBaDsOusw
15348,PxeX1M8WtyPxX1MuuGIh-g,0,2012-03-31,4,dB62OZ5qf6S4X-Zu9FcUqA,1,"My part Jewish friend has been raving about this deli so come payday we went to check it out. Ive been in Phoenix a little over a month and have been getting sick from the food here...diarrhea lots, shit my pants once... anyway, i like to eat in divey non-american cuisine. This place aint seedy enough for me, I suppose.

I did not get ill from the food here

However....

 $12.95 for a sandwich, fries, and a dollop of soggy coleslaw ???

I kept hearing from my friend, his mom and the waitress that the sandys are HUGE.
nope.

Thought we might split one.
nope.

My sandwich was flavorless..err..thats a lie.. it tasted like stale bread.

$29.98 for 2 sandwiches and 2 sodas (its an effin sandwich!!!). I only had $40 (only ?)

Left the waitress $5.

Gave my friend the other $5 to put toward a plane ticket to New York where he might experience Kosher (and a bit of his heritage) on a more realistic scale.

..the fries were good tho.",review,0,PZc3S5ql5-VzEZm9TuyCpg
15353,PxeX1M8WtyPxX1MuuGIh-g,0,2012-06-03,0,fgg1XC1dAekMuSKttItTFQ,1,"Well, we went back for a 2nd time, & this will be the last time we go to Scott's Deli.... It was over 100 degrees today and the AC was not working...It was VERY warm in the restaurant which made our dining experience pretty miserable.  They had all of their ceiling fans on at full blast in the backroom which dried up my contact lenses & our napkins would keep flying off the table. We got the Greek Omellete and the cucumbers in it were bitter...had to take them all out. The waiter never even said 'I'm sorry""......
 I am from LA and there are faaar better Deli's there than here in Phoenix! 
This deli was pretty average, nothing like Jerry's Deli, or Canter's Deli in LA....NOW we're talkin'!  
On a side note, I am so sick & tired of ALWAYS seeing sports on TV's in restaurants! ...Okay for sports bars, or maybe Applebee's, but it is like everywhere you go! It would be refreshing to actually see a movie playing on a TV at a restaurant....Something that the whole family can enjoy watching, just saying. :)",review,1,_p9EnnLQg6KDlIRU2fYEJA
15354,PxeX1M8WtyPxX1MuuGIh-g,0,2012-06-17,0,hdzC1GzGepsddsQWY-Z49A,1,"Uuugh...I went here for father's day again with the family this morning....I think this should probably be the last visit. It was fairly empty in there this morning (probably a pretty bad sign given that it is father's day). We sat at a large round table in the back of the restaurant. The service was actually fair today except the waitress forgot much of the food ordered and had to make several trips to get everyone their food. Speaking of the food, it was pretty terrible. I had the two egg breakfast with eggs over medium. The eggs were overcooked (closer to over hard) and everything on my plate tasted like burnt bacon. I did not order bacon. Turns out everyone's food tasted like burnt bacon because they don't properly clean their flat top or pans or whatever they cook on. The potatoes were inedible....soggy and flavored like....burnt bacon. My bagel was burnt on the side with the toppings and soft on the side that should be toasted. My brother, Scott O., had pancakes which he said tasted bland. The BF had latkes which were thick, burnt, and somehow not crispy. The applesauce that came with it was so watery...almost like apple juice. No one enjoyed the food, and we are Jewish (btw) so we are very familiar with Jewish food and Jewish delis. With so many good breakfast restaurants in Phoenix, there is no excuse to come here. Honestly, I would have rather eaten at home.",review,3,3gIfcQq5KxAegwCPXc83cQ
15355,PxeX1M8WtyPxX1MuuGIh-g,0,2012-06-27,2,AmKDdpiSCjgWtU5hkxINNg,1,"Omg. MOLD, mold everywhere!!!! 

I bought two potato filled pastry's we get 3/4 through eating them and my boyfriend goes ""Is that mold"" we then pick the pastry shell apart and the entire thing is filled with thick black mold. This was hours after they were purchased! 

In about an hour we were both feeling sick, I threw up which was terrible. I'm posting a picture of the nasty moldy food we got. I'm shocked. I eat out everyday and have NEVER EVER had an experience like this. 

I ordered Borsch off the menu as well, and they were out so he just opened a can they had on the shelf and added tap water (for $8.95) I have to say one word...

HORRIFIED!",review,11,q09g5dIdYSDArnHjK2ov0Q
15357,PxeX1M8WtyPxX1MuuGIh-g,0,2012-08-07,1,XUATwDTQqqkoY8bk5oFfDA,1,"Dirty and filthy, food is awful, place filled with bugs and roaches.  I do not care how long they have been around, they are not jewish cooks or food preps, the MATZO BALL SOUP you could hit someone with.. WOULD NOT RECOMMEND THIS PLACE TO ANYONE.",review,0,_LsbT_uW0UE6rhsWiAIrsg
15377,PxeX1M8WtyPxX1MuuGIh-g,0,2013-08-30,0,_KKbs63nhG_nQ1IdCjFN8w,1,"awful place, there are bugs, and the food is not the same and the staff not the same, does not know how to cook kosher, this is not a good jewish deli anymore.",review,0,_LsbT_uW0UE6rhsWiAIrsg
15381,PxeX1M8WtyPxX1MuuGIh-g,0,2013-11-14,0,npQ7w90T4iwkwVpvnNTkzQ,1,"These people were so unbelievably rude to me. They were rude on the phone, they were rude when I picked my order up. I am not going back even though the food was good, not worth being treated like you are the smallest person in the world. There are a handful of other deli very very close that are just as good.",review,3,FAsJEfgQL7mL5mg76Z6-2w
